age,overall,potential,wage_eur,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,preferred_foot,value_eur,years_on_contract,position_ATT,position_DEF,position_GK,position_MID,attack_work_rate_High,attack_work_rate_Low,attack_work_rate_Medium,defense_work_rate_High,defense_work_rate_Low,defense_work_rate_Medium
28,80,80,73000.0,1,3,3,77.0,56.0,73.0,75.0,78.0,81.0,1,16.759949589762293,1.0,False,True,False,False,True,False,False,True,False,False
19,80,88,50000.0,2,3,3,84.0,68.0,76.0,82.0,65.0,64.0,0,17.6332229058992,3.0,False,False,False,True,True,False,False,False,False,True
37,79,79,10000.0,4,4,4,51.0,69.0,84.0,84.0,59.0,57.0,1,15.520258832020865,2.0,False,False,False,True,False,False,True,False,True,False
35,79,79,76000.0,2,4,3,56.0,70.0,81.0,77.0,77.0,75.0,1,15.76142084987672,0.0,False,False,False,True,False,False,True,True,False,False
38,79,79,41000.0,4,5,5,69.0,73.0,81.0,85.0,30.0,53.0,1,15.607270193858982,0.0,True,False,False,False,True,False,False,False,True,False
35,79,79,38000.0,3,4,3,60.0,81.0,68.0,72.0,36.0,74.0,1,15.830413711839864,0.0,True,False,False,False,True,False,False,False,True,False
33,79,79,21000.0,3,2,4,70.0,68.0,76.0,85.0,73.0,77.0,0,16.213405921671733,-1.0,False,False,False,True,True,False,False,True,False,False
34,79,79,11000.0,3,2,2,73.0,65.0,72.0,76.0,77.0,79.0,0,15.607270193858982,-1.0,False,False,False,True,False,False,True,True,False,False
34,79,79,25000.0,3,4,4,72.0,78.0,79.0,80.0,61.0,62.0,1,15.894952224644102,2.0,False,False,False,True,False,False,True,False,False,True
32,79,79,55000.0,4,2,4,62.0,68.0,85.0,79.0,24.0,48.0,0,16.454567959008102,2.0,False,False,False,True,False,False,True,False,True,False
34,79,79,48000.0,3,3,3,39.0,80.0,70.0,71.0,42.0,77.0,0,15.955576839107596,2.0,True,False,False,False,False,False,True,False,False,True
31,79,79,83000.0,3,4,3,54.0,78.0,82.0,78.0,59.0,66.0,1,16.489659276356317,0.0,False,False,False,True,False,False,True,False,False,True
33,79,79,26000.0,1,3,3,45.0,64.0,75.0,72.0,75.0,70.0,1,15.955576839107596,0.0,False,False,False,True,False,False,True,False,False,True
31,79,79,2000.0,2,3,3,65.0,64.0,74.0,74.0,75.0,78.0,1,16.341239282272525,1.0,False,False,False,True,True,False,False,True,False,False
32,79,79,49000.0,1,3,3,70.0,66.0,77.0,75.0,73.0,75.0,1,16.257857680289998,1.0,False,False,False,True,False,False,True,False,False,True
33,79,79,24000.0,2,4,4,79.0,77.0,77.0,83.0,44.0,75.0,1,16.213405921671733,1.0,True,False,False,False,True,False,False,False,False,True
33,79,79,34000.0,2,4,3,33.0,70.0,75.0,70.0,77.0,79.0,1,15.955576839107596,2.0,False,False,False,True,False,False,True,False,False,True
31,79,79,66000.0,2,3,3,70.0,60.0,75.0,76.0,77.0,68.0,0,16.341239282272525,1.0,False,True,False,False,True,False,False,False,False,True
31,79,79,39000.0,1,3,2,62.0,42.0,58.0,63.0,81.0,78.0,0,16.300417291085605,0.0,False,True,False,False,False,True,False,True,False,False
30,79,79,34000.0,2,5,3,50.0,78.0,71.0,70.0,46.0,75.0,1,16.648723960844016,0.0,True,False,False,False,False,False,True,True,False,False
31,79,79,34000.0,2,3,3,47.0,71.0,77.0,78.0,77.0,69.0,1,16.341239282272525,1.0,False,False,False,True,False,False,True,True,False,False
31,79,79,79000.0,2,3,4,83.0,76.0,73.0,78.0,55.0,83.0,1,16.52356082573315,1.0,True,False,False,False,True,False,False,False,False,True
28,79,79,64000.0,3,3,4,87.0,75.0,74.0,79.0,46.0,63.0,1,16.677711496036597,1.0,True,False,False,False,False,False,True,False,False,True
32,79,79,100000.0,3,3,3,36.0,67.0,75.0,73.0,80.0,73.0,0,16.257857680289998,1.0,False,False,False,True,False,True,False,False,False,True
31,79,79,78000.0,3,4,3,65.0,70.0,77.0,79.0,78.0,75.0,1,16.489659276356317,2.0,False,False,False,True,True,False,False,True,False,False
30,79,79,32000.0,2,4,4,83.0,78.0,77.0,79.0,41.0,72.0,1,16.648723960844016,1.0,True,False,False,False,True,False,False,False,False,True
29,79,79,48000.0,1,3,2,64.0,79.0,60.0,70.0,40.0,81.0,1,16.677711496036597,1.0,True,False,False,False,True,False,False,False,True,False
31,79,79,32000.0,2,4,4,84.0,80.0,73.0,79.0,48.0,79.0,1,16.52356082573315,1.0,True,False,False,False,True,False,False,True,False,False
30,79,79,95000.0,2,3,3,58.0,74.0,78.0,77.0,75.0,77.0,0,16.52356082573315,1.0,False,True,False,False,True,False,False,False,True,False
30,79,79,34000.0,2,3,3,74.0,69.0,71.0,72.0,78.0,76.0,1,16.52356082573315,1.0,False,True,False,False,True,False,False,False,False,True
36,79,79,18000.0,1,4,4,68.0,82.0,76.0,83.0,43.0,70.0,1,15.607270193858982,0.0,True,False,False,False,True,False,False,False,True,False
29,79,79,30000.0,2,2,3,60.0,70.0,79.0,70.0,75.0,83.0,1,16.52356082573315,1.0,False,False,False,True,False,True,False,False,False,True
29,79,79,75000.0,3,4,5,75.0,76.0,80.0,81.0,46.0,67.0,0,16.648723960844016,2.0,True,False,False,False,False,False,True,False,True,False
34,79,79,2000.0,2,4,3,71.0,83.0,69.0,79.0,37.0,70.0,1,15.955576839107596,0.0,True,False,False,False,True,False,False,False,False,True
29,79,79,53000.0,2,3,4,80.0,78.0,66.0,78.0,41.0,77.0,1,16.677711496036597,2.0,True,False,False,False,True,False,False,False,False,True
34,79,79,26000.0,1,2,2,49.0,40.0,59.0,56.0,81.0,79.0,1,15.520258832020865,0.0,False,True,False,False,False,False,True,True,False,False
30,79,79,83000.0,3,3,4,86.0,78.0,75.0,79.0,45.0,71.0,0,16.648723960844016,2.0,False,False,False,True,True,False,False,False,False,True
27,79,79,100000.0,2,4,4,81.0,74.0,77.0,82.0,67.0,74.0,1,16.733281344102608,1.0,False,False,False,True,True,False,False,True,False,False
32,79,79,85000.0,2,3,3,70.0,56.0,67.0,71.0,80.0,79.0,1,16.257857680289998,0.0,False,True,False,False,False,False,True,False,False,True
32,79,79,28000.0,2,4,4,79.0,82.0,75.0,77.0,32.0,69.0,0,16.454567959008102,0.0,True,False,False,False,False,False,True,False,True,False
28,79,79,80000.0,3,2,3,50.0,64.0,79.0,69.0,69.0,80.0,0,16.5563506464056,2.0,False,False,False,True,False,True,False,False,False,True
29,79,79,30000.0,2,4,4,89.0,75.0,74.0,80.0,48.0,62.0,1,16.648723960844016,0.0,False,False,False,True,False,False,True,False,False,True
28,79,79,58000.0,2,2,4,68.0,74.0,75.0,77.0,78.0,89.0,0,16.677711496036597,2.0,False,False,False,True,False,False,True,False,False,True
28,79,81,80000.0,1,3,2,47.0,58.0,75.0,67.0,79.0,75.0,1,16.677711496036597,3.0,False,True,False,False,False,True,False,True,False,False
27,79,80,81000.0,2,2,2,53.0,64.0,69.0,64.0,79.0,83.0,1,16.677711496036597,2.0,False,True,False,False,False,False,True,True,False,False
27,79,79,22000.0,3,4,4,88.0,73.0,73.0,83.0,30.0,64.0,1,16.733281344102608,2.0,False,False,False,True,True,False,False,False,True,False
27,79,80,24000.0,1,3,4,66.0,75.0,78.0,79.0,71.0,71.0,1,16.811242881518265,1.0,False,False,False,True,False,False,True,False,False,True
30,79,79,76000.0,1,4,2,62.0,36.0,64.0,65.0,79.0,83.0,1,16.489659276356317,1.0,False,True,False,False,False,False,True,False,False,True
31,79,79,60000.0,2,3,4,85.0,76.0,71.0,81.0,34.0,72.0,1,16.489659276356317,1.0,True,False,False,False,True,False,False,False,False,True
31,79,79,40000.0,2,3,2,64.0,33.0,59.0,58.0,80.0,82.0,1,16.300417291085605,2.0,False,True,False,False,False,False,True,True,False,False
30,79,79,46000.0,2,4,4,87.0,75.0,73.0,82.0,38.0,70.0,1,16.648723960844016,1.0,False,False,False,True,False,False,True,False,False,True
28,79,79,21000.0,2,3,3,71.0,80.0,73.0,76.0,72.0,78.0,1,16.677711496036597,2.0,False,False,False,True,True,False,False,True,False,False
30,79,79,31000.0,2,3,3,44.0,50.0,70.0,73.0,78.0,75.0,1,16.489659276356317,1.0,False,False,False,True,True,False,False,True,False,False
29,79,79,53000.0,2,3,3,77.0,53.0,70.0,76.0,77.0,74.0,1,16.5563506464056,0.0,False,True,False,False,True,False,False,False,False,True
30,79,79,13000.0,2,4,4,84.0,80.0,66.0,78.0,32.0,67.0,1,16.648723960844016,-1.0,True,False,False,False,True,False,False,False,False,True
26,79,80,105000.0,2,3,3,74.0,54.0,76.0,76.0,75.0,76.0,0,16.759949589762293,0.0,False,True,False,False,True,False,False,False,False,True
28,79,79,85000.0,2,3,3,69.0,58.0,75.0,75.0,78.0,73.0,0,16.588099342704055,2.0,False,True,False,False,False,False,True,True,False,False
31,79,79,1000.0,1,3,3,65.0,63.0,71.0,69.0,79.0,79.0,0,16.341239282272525,0.0,False,False,False,True,False,False,True,True,False,False
28,79,79,38000.0,2,3,4,71.0,82.0,77.0,79.0,39.0,74.0,1,16.705882371415992,1.0,True,False,False,False,True,False,False,False,False,True
29,79,79,39000.0,2,4,4,56.0,71.0,78.0,78.0,70.0,67.0,1,16.648723960844016,0.0,False,False,False,True,False,False,True,False,False,True
28,79,79,115000.0,2,3,4,76.0,79.0,75.0,80.0,58.0,68.0,1,16.677711496036597,0.0,False,False,False,True,True,False,False,False,False,True
28,79,79,87000.0,2,3,3,70.0,76.0,72.0,76.0,77.0,81.0,1,16.677711496036597,1.0,False,False,False,True,True,False,False,True,False,False
28,79,81,51000.0,1,3,2,68.0,39.0,59.0,50.0,82.0,79.0,1,16.677711496036597,1.0,False,True,False,False,False,False,True,False,False,True
28,79,79,32000.0,2,2,3,83.0,55.0,70.0,70.0,74.0,81.0,0,16.588099342704055,2.0,False,True,False,False,True,False,False,False,False,True
26,79,82,26000.0,1,4,4,75.0,82.0,68.0,81.0,35.0,68.0,1,16.951004817371683,4.0,True,False,False,False,True,False,False,False,False,True
28,79,79,35000.0,2,4,3,75.0,72.0,80.0,79.0,57.0,66.0,1,16.677711496036597,1.0,False,False,False,True,True,False,False,False,False,True
28,79,79,17000.0,2,2,4,73.0,76.0,81.0,83.0,39.0,51.0,0,16.677711496036597,1.0,False,False,False,True,True,False,False,False,True,False
26,79,82,59000.0,2,3,3,88.0,51.0,69.0,73.0,74.0,80.0,1,16.860033043306743,1.0,False,True,False,False,True,False,False,False,False,True
26,79,82,16000.0,1,3,2,72.0,53.0,56.0,65.0,80.0,78.0,1,16.835935492889124,0.0,False,True,False,False,True,False,False,False,False,True
27,79,79,33000.0,1,2,4,80.0,76.0,79.0,79.0,45.0,58.0,0,16.733281344102608,2.0,False,False,False,True,True,False,False,False,False,True
29,79,79,35000.0,1,3,4,80.0,70.0,72.0,78.0,75.0,68.0,1,16.5563506464056,2.0,False,True,False,False,True,False,False,False,True,False
27,79,79,55000.0,2,4,4,58.0,76.0,79.0,82.0,65.0,70.0,0,16.733281344102608,2.0,False,False,False,True,True,False,False,False,False,True
28,79,79,35000.0,2,2,4,70.0,74.0,79.0,81.0,41.0,62.0,1,16.677711496036597,3.0,False,False,False,True,False,False,True,False,False,True
27,79,80,23000.0,1,2,3,71.0,77.0,62.0,70.0,45.0,84.0,1,16.835935492889124,2.0,True,False,False,False,True,False,False,False,False,True
27,79,79,77000.0,2,3,4,79.0,71.0,80.0,83.0,61.0,65.0,0,16.733281344102608,0.0,False,False,False,True,True,False,False,False,False,True
26,79,80,20000.0,1,3,3,78.0,78.0,75.0,80.0,42.0,69.0,1,16.860033043306743,2.0,True,False,False,False,False,False,True,False,False,True
30,79,79,17000.0,1,4,3,75.0,74.0,75.0,76.0,75.0,81.0,1,16.648723960844016,1.0,False,False,False,True,True,False,False,True,False,False
29,79,80,47000.0,2,4,2,70.0,33.0,48.0,65.0,82.0,78.0,1,16.588099342704055,2.0,False,True,False,False,False,False,True,False,False,True
29,79,79,51000.0,2,3,3,76.0,66.0,73.0,74.0,75.0,71.0,1,16.5563506464056,3.0,False,True,False,False,True,False,False,True,False,False
24,79,84,41000.0,2,4,5,91.0,69.0,70.0,87.0,25.0,61.0,1,17.0926553286923,4.0,False,False,False,True,True,False,False,False,True,False
28,79,79,19000.0,1,4,3,67.0,78.0,64.0,75.0,44.0,81.0,0,16.705882371415992,3.0,True,False,False,False,True,False,False,False,False,True
25,79,82,56000.0,2,4,4,70.0,69.0,76.0,83.0,67.0,70.0,1,16.951004817371683,1.0,False,False,False,True,True,False,False,True,False,False
29,79,79,49000.0,2,3,3,85.0,54.0,72.0,76.0,73.0,77.0,1,16.5563506464056,1.0,False,True,False,False,True,False,False,False,False,True
26,79,81,95000.0,2,3,3,64.0,48.0,68.0,74.0,77.0,84.0,1,16.785925074816024,1.0,False,False,False,True,False,False,True,False,False,True
25,79,80,33000.0,2,3,4,79.0,78.0,75.0,82.0,35.0,66.0,0,16.860033043306743,1.0,True,False,False,False,True,False,False,False,True,False
26,79,81,76000.0,2,3,2,45.0,54.0,60.0,60.0,80.0,81.0,1,16.759949589762293,1.0,False,True,False,False,False,False,True,False,False,True
25,79,83,25000.0,1,4,3,69.0,69.0,72.0,73.0,79.0,82.0,1,16.906553056777135,2.0,False,False,False,True,False,False,True,True,False,False
25,79,81,77000.0,2,2,2,75.0,45.0,55.0,65.0,80.0,80.0,1,16.785925074816024,2.0,False,True,False,False,False,False,True,True,False,False
24,79,83,26000.0,2,3,2,74.0,39.0,63.0,68.0,80.0,77.0,1,16.929025911619092,2.0,False,True,False,False,False,False,True,False,False,True
25,79,82,16000.0,2,3,3,59.0,60.0,75.0,77.0,80.0,75.0,1,16.951004817371683,2.0,False,False,False,True,False,True,False,True,False,False
25,79,82,84000.0,1,3,3,78.0,57.0,71.0,76.0,75.0,70.0,1,16.88356353960952,3.0,False,True,False,False,True,False,False,True,False,False
32,79,79,36000.0,1,3,3,68.0,80.0,61.0,76.0,31.0,76.0,1,16.454567959008102,2.0,True,False,False,False,True,False,False,False,False,True
28,79,79,53000.0,2,2,3,79.0,53.0,72.0,76.0,74.0,77.0,1,16.588099342704055,2.0,False,True,False,False,True,False,False,True,False,False
28,79,79,59000.0,2,4,3,86.0,66.0,67.0,74.0,75.0,79.0,1,16.588099342704055,0.0,False,True,False,False,True,False,False,True,False,False
26,79,82,31000.0,2,4,3,73.0,59.0,72.0,75.0,77.0,80.0,0,16.860033043306743,1.0,False,True,False,False,True,False,False,False,False,True
24,79,82,32000.0,2,3,3,79.0,58.0,71.0,72.0,75.0,79.0,1,16.906553056777135,1.0,False,True,False,False,True,False,False,False,False,True
27,79,80,100000.0,2,3,3,73.0,42.0,58.0,67.0,79.0,77.0,1,16.677711496036597,0.0,False,True,False,False,False,False,True,True,False,False
25,79,83,53000.0,3,4,4,81.0,72.0,79.0,83.0,67.0,69.0,1,17.01418371633128,2.0,False,False,False,True,True,False,False,True,False,False
24,79,84,61000.0,3,4,4,73.0,73.0,80.0,81.0,64.0,67.0,1,17.0926553286923,4.0,False,False,False,True,True,False,False,True,False,False
27,79,81,34000.0,1,3,2,66.0,33.0,61.0,60.0,79.0,77.0,1,16.733281344102608,2.0,False,True,False,False,False,True,False,True,False,False
25,79,82,69000.0,2,3,4,68.0,74.0,79.0,79.0,69.0,68.0,1,16.951004817371683,2.0,False,False,False,True,True,False,False,True,False,False
25,79,82,64000.0,3,3,3,69.0,53.0,72.0,71.0,78.0,76.0,1,16.88356353960952,2.0,False,True,False,False,False,True,False,True,False,False
23,79,85,29000.0,2,3,3,82.0,78.0,70.0,79.0,48.0,77.0,1,17.129696599000436,1.0,False,False,False,True,False,False,True,False,False,True
27,79,80,36000.0,1,5,3,81.0,81.0,65.0,78.0,44.0,83.0,0,16.835935492889124,1.0,True,False,False,False,True,False,False,True,False,False
23,79,83,37000.0,2,4,3,73.0,81.0,69.0,77.0,30.0,68.0,1,17.05418904934434,2.0,True,False,False,False,True,False,False,False,False,True
21,79,79,12000.0,1,3,4,89.0,58.0,70.0,77.0,74.0,59.0,0,16.759949589762293,2.0,False,True,False,False,True,False,False,False,False,True
29,79,79,32000.0,1,3,2,83.0,52.0,70.0,71.0,76.0,71.0,1,16.5563506464056,2.0,False,True,False,False,False,False,True,False,False,True
25,79,79,26000.0,1,4,2,67.0,62.0,74.0,75.0,78.0,76.0,1,16.648723960844016,2.0,False,False,False,True,True,False,False,True,False,False
21,79,79,15000.0,1,3,2,71.0,70.0,70.0,72.0,80.0,83.0,1,16.733281344102608,2.0,False,False,False,True,False,False,True,False,False,True
21,79,79,27000.0,1,4,4,83.0,79.0,65.0,81.0,28.0,64.0,1,16.860033043306743,2.0,True,False,False,False,True,False,False,False,False,True
23,79,84,130000.0,1,5,3,75.0,80.0,68.0,78.0,29.0,74.0,1,17.11134746100564,2.0,True,False,False,False,False,False,True,False,False,True
23,79,84,65000.0,2,2,2,68.0,36.0,60.0,58.0,80.0,80.0,0,16.993564429978885,3.0,False,True,False,False,False,False,True,True,False,False
25,79,84,29000.0,1,3,3,47.0,60.0,72.0,72.0,77.0,76.0,1,16.97251102166758,1.0,False,False,False,True,False,False,True,False,False,True
24,79,82,29000.0,2,4,3,75.0,68.0,79.0,83.0,41.0,59.0,1,16.993564429978885,1.0,False,False,False,True,False,False,True,False,False,True
23,79,85,35000.0,2,4,2,82.0,37.0,57.0,65.0,80.0,79.0,1,17.034386422832473,3.0,False,True,False,False,False,False,True,False,False,True
24,79,84,29000.0,1,3,2,68.0,67.0,75.0,73.0,79.0,81.0,1,16.993564429978885,2.0,False,True,False,False,False,False,True,False,False,True
25,79,82,120000.0,1,3,3,84.0,55.0,71.0,75.0,74.0,65.0,1,16.88356353960952,0.0,False,True,False,False,True,False,False,True,False,False
25,79,82,57000.0,3,2,4,70.0,79.0,70.0,80.0,35.0,68.0,0,16.97251102166758,3.0,True,False,False,False,False,False,True,False,False,True
23,79,83,36000.0,3,3,4,89.0,70.0,74.0,83.0,35.0,60.0,0,17.034386422832473,1.0,False,False,False,True,True,False,False,False,False,True
25,79,84,15000.0,1,2,2,81.0,39.0,57.0,59.0,80.0,79.0,1,16.951004817371683,3.0,False,True,False,False,False,True,False,False,False,True
24,79,84,50000.0,1,3,4,70.0,68.0,75.0,78.0,77.0,75.0,1,17.01418371633128,1.0,False,False,False,True,True,False,False,False,False,True
24,79,85,12000.0,2,3,2,61.0,39.0,63.0,71.0,81.0,78.0,0,17.034386422832473,1.0,False,True,False,False,True,False,False,True,False,False
21,79,84,10000.0,2,2,3,84.0,53.0,74.0,78.0,74.0,74.0,0,17.034386422832473,1.0,False,True,False,False,True,False,False,False,False,True
21,79,87,69000.0,2,3,3,85.0,77.0,56.0,78.0,40.0,75.0,1,17.491811255187805,1.0,True,False,False,False,True,False,False,False,False,True
24,79,83,19000.0,3,3,5,85.0,72.0,73.0,85.0,37.0,64.0,0,17.034386422832473,1.0,True,False,False,False,False,False,True,False,False,True
25,79,80,32000.0,2,4,4,75.0,81.0,78.0,82.0,63.0,56.0,1,16.860033043306743,0.0,False,False,False,True,False,False,True,False,False,True
23,79,85,29000.0,1,3,3,82.0,34.0,68.0,72.0,75.0,75.0,0,17.073607134447293,5.0,False,True,False,False,True,False,False,False,False,True
23,79,85,16000.0,2,3,3,71.0,58.0,73.0,76.0,79.0,80.0,0,17.034386422832473,1.0,False,True,False,False,False,False,True,True,False,False
26,79,84,30000.0,1,3,3,56.0,68.0,75.0,71.0,77.0,78.0,1,16.951004817371683,2.0,False,False,False,True,True,False,False,True,False,False
22,79,86,48000.0,2,4,4,85.0,78.0,74.0,84.0,31.0,69.0,1,17.385043282614657,4.0,False,False,False,True,False,False,True,False,True,False
23,79,84,41000.0,2,2,3,65.0,72.0,79.0,72.0,76.0,77.0,0,17.01418371633128,4.0,False,False,False,True,False,False,True,False,False,True
21,79,85,41000.0,2,3,3,72.0,69.0,75.0,77.0,77.0,82.0,1,17.147715103853763,2.0,False,False,False,True,True,False,False,True,False,False
28,79,79,19000.0,1,4,4,76.0,79.0,70.0,80.0,38.0,71.0,1,16.705882371415992,2.0,True,False,False,False,True,False,False,False,False,True
22,79,85,19000.0,1,4,3,85.0,78.0,74.0,79.0,41.0,72.0,1,17.147715103853763,3.0,False,False,False,True,False,False,True,False,False,True
20,79,88,115000.0,1,4,4,87.0,76.0,71.0,83.0,32.0,56.0,1,17.46616882523204,3.0,True,False,False,False,False,False,True,False,False,True
21,79,86,42000.0,2,2,2,88.0,33.0,56.0,65.0,80.0,77.0,1,17.312018149733785,2.0,False,True,False,False,False,False,True,True,False,False
22,79,84,70000.0,1,3,3,84.0,62.0,71.0,74.0,74.0,77.0,1,17.034386422832473,4.0,False,True,False,False,True,False,False,False,False,True
23,79,84,52000.0,2,3,3,68.0,63.0,78.0,78.0,73.0,75.0,1,17.01418371633128,2.0,False,False,False,True,False,False,True,True,False,False
21,79,85,27000.0,2,3,2,60.0,36.0,59.0,61.0,80.0,84.0,0,17.05418904934434,3.0,False,True,False,False,False,False,True,True,False,False
18,79,89,21000.0,2,4,3,75.0,69.0,73.0,80.0,75.0,77.0,1,17.426428497635523,3.0,False,False,False,True,True,False,False,True,False,False
21,79,88,17000.0,2,3,5,91.0,72.0,72.0,84.0,37.0,65.0,0,17.491811255187805,3.0,True,False,False,False,True,False,False,False,False,True
35,78,78,27000.0,3,2,3,59.0,81.0,64.0,72.0,36.0,77.0,0,15.607270193858982,0.0,True,False,False,False,False,False,True,False,True,False
35,78,78,42000.0,2,3,4,72.0,66.0,74.0,77.0,73.0,68.0,1,15.274125813221904,0.0,False,True,False,False,True,False,False,False,False,True
38,78,78,19000.0,2,4,4,61.0,83.0,74.0,79.0,30.0,63.0,1,15.38412668421143,0.0,True,False,False,False,False,False,True,False,False,True
35,78,78,19000.0,3,3,2,54.0,43.0,63.0,65.0,79.0,75.0,1,15.123843647884687,0.0,False,True,False,False,False,True,False,True,False,False
35,78,78,19000.0,3,4,3,56.0,79.0,67.0,76.0,41.0,69.0,1,15.607270193858982,0.0,True,False,False,False,True,False,False,False,False,True
29,78,78,30000.0,2,2,4,70.0,77.0,79.0,81.0,53.0,68.0,0,16.454567959008102,2.0,False,False,False,True,True,False,False,True,False,False
34,78,78,24000.0,3,2,3,64.0,68.0,80.0,79.0,73.0,69.0,0,15.38412668421143,0.0,False,False,False,True,False,False,True,False,False,True
30,78,78,56000.0,2,4,4,76.0,69.0,74.0,80.0,70.0,70.0,1,16.41820031748273,1.0,False,False,False,True,False,False,True,False,False,True
34,78,78,41000.0,2,5,4,77.0,64.0,76.0,77.0,72.0,70.0,1,15.424948670398354,0.0,False,True,False,False,False,False,True,True,False,False
34,78,78,46000.0,3,4,4,69.0,78.0,77.0,80.0,66.0,74.0,1,15.687312888712007,0.0,False,False,False,True,False,False,True,False,False,True
32,78,78,22000.0,2,3,3,74.0,78.0,70.0,75.0,44.0,80.0,0,16.257857680289998,4.0,True,False,False,False,True,False,False,False,False,True
34,78,78,10000.0,2,3,4,55.0,77.0,86.0,77.0,45.0,58.0,1,15.687312888712007,0.0,False,False,False,True,False,False,True,False,True,False
34,78,78,31000.0,1,3,3,71.0,81.0,61.0,78.0,34.0,66.0,1,15.76142084987672,1.0,True,False,False,False,True,False,False,False,False,True
35,78,78,22000.0,3,4,4,46.0,70.0,83.0,76.0,66.0,71.0,0,15.520258832020865,0.0,False,False,False,True,False,False,True,False,True,False
33,78,78,100000.0,3,3,4,55.0,71.0,81.0,81.0,36.0,42.0,0,16.012735246411598,0.0,False,False,False,True,False,False,True,False,False,True
32,78,78,33000.0,2,3,3,48.0,72.0,75.0,71.0,77.0,76.0,1,16.213405921671733,1.0,False,False,False,True,False,False,True,False,False,True
33,78,78,12000.0,3,3,3,68.0,76.0,63.0,75.0,31.0,66.0,1,16.012735246411598,-1.0,True,False,False,False,False,False,True,False,True,False
35,78,78,7000.0,1,3,3,39.0,66.0,68.0,68.0,78.0,87.0,1,15.201805169084134,0.0,False,False,False,True,False,False,True,False,False,True
33,78,78,28000.0,2,4,3,58.0,75.0,79.0,70.0,75.0,79.0,1,15.955576839107596,1.0,False,False,False,True,True,False,False,True,False,False
32,78,78,69000.0,2,3,3,66.0,65.0,73.0,76.0,78.0,70.0,1,16.066802461833923,1.0,False,True,False,False,True,False,False,True,False,False
34,78,78,55000.0,2,2,2,42.0,46.0,60.0,56.0,78.0,85.0,1,15.341567078850604,1.0,False,True,False,False,False,True,False,True,False,False
31,78,78,51000.0,2,3,3,74.0,61.0,73.0,75.0,75.0,87.0,1,16.118095750958314,1.0,False,False,False,True,False,False,True,True,False,False
31,78,78,77000.0,2,5,3,70.0,58.0,69.0,74.0,78.0,68.0,1,16.118095750958314,2.0,False,True,False,False,False,False,True,True,False,False
35,78,78,55000.0,3,3,3,63.0,74.0,79.0,74.0,79.0,74.0,0,15.274125813221904,0.0,False,True,False,False,True,False,False,False,False,True
30,78,78,32000.0,2,3,4,73.0,72.0,76.0,83.0,42.0,66.0,0,16.41820031748273,1.0,False,False,False,True,True,False,False,False,False,True
31,78,78,51000.0,2,3,3,64.0,64.0,62.0,69.0,78.0,85.0,1,16.066802461833923,0.0,False,True,False,False,True,False,False,True,False,False
32,78,78,47000.0,2,3,2,40.0,56.0,70.0,67.0,77.0,85.0,1,16.066802461833923,0.0,False,False,False,True,False,False,True,True,False,False
29,78,78,34000.0,2,4,3,65.0,78.0,48.0,73.0,35.0,77.0,0,16.454567959008102,3.0,True,False,False,False,False,False,True,True,False,False
33,78,78,38000.0,1,4,3,82.0,79.0,62.0,78.0,30.0,67.0,1,16.012735246411598,0.0,True,False,False,False,True,False,False,False,True,False
31,78,78,52000.0,2,3,4,69.0,75.0,80.0,80.0,70.0,65.0,1,16.257857680289998,0.0,False,False,False,True,True,False,False,False,False,True
31,78,78,36000.0,1,3,3,58.0,62.0,80.0,74.0,74.0,75.0,1,16.118095750958314,1.0,False,False,False,True,False,False,True,False,False,True
33,78,78,61000.0,3,5,4,74.0,73.0,77.0,84.0,40.0,52.0,1,16.012735246411598,2.0,True,False,False,False,False,False,True,False,False,True
33,78,78,46000.0,2,3,2,55.0,49.0,70.0,69.0,77.0,79.0,1,15.76142084987672,0.0,False,False,False,True,False,False,True,True,False,False
31,78,78,47000.0,3,3,2,64.0,47.0,58.0,60.0,79.0,79.0,1,16.066802461833923,1.0,False,True,False,False,False,False,True,True,False,False
32,78,78,23000.0,3,4,4,64.0,73.0,80.0,78.0,52.0,50.0,1,16.213405921671733,0.0,False,False,False,True,True,False,False,False,True,False
30,78,78,44000.0,1,3,3,84.0,64.0,73.0,76.0,70.0,79.0,1,16.300417291085605,0.0,False,True,False,False,True,False,False,True,False,False
31,78,78,33000.0,1,4,3,61.0,81.0,64.0,74.0,44.0,74.0,1,16.300417291085605,2.0,True,False,False,False,True,False,False,False,False,True
31,78,78,24000.0,1,2,3,69.0,63.0,74.0,71.0,78.0,71.0,0,16.118095750958314,0.0,False,True,False,False,False,False,True,False,False,True
33,78,78,26000.0,1,3,3,73.0,61.0,71.0,73.0,77.0,68.0,0,15.830413711839864,1.0,False,True,False,False,True,False,False,True,False,False
30,78,78,35000.0,2,4,4,69.0,75.0,78.0,79.0,67.0,71.0,1,16.41820031748273,1.0,False,False,False,True,False,False,True,False,False,True
29,78,78,18000.0,2,2,3,72.0,78.0,67.0,72.0,48.0,84.0,0,16.454567959008102,2.0,True,False,False,False,True,False,False,True,False,False
32,78,78,24000.0,2,2,2,50.0,42.0,65.0,60.0,79.0,78.0,0,16.012735246411598,1.0,False,True,False,False,False,False,True,False,False,True
31,78,78,25000.0,1,3,2,50.0,46.0,55.0,52.0,80.0,78.0,1,16.066802461833923,0.0,False,True,False,False,False,False,True,True,False,False
